Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target
1 ,1 ,5 ,15 ,1 ,1 ,1 ,13 ,14 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,5 ,4 ,10.8 ,1.4 ,1.74 ,1 
1 ,8 ,1 ,6 ,1 ,1 ,1 ,13 ,28 ,8 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,5 ,4 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,1 ,16 ,1 ,1 ,1 ,22 ,27 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,5 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,8 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,5 ,9 ,1 ,0 ,1 ,0 ,0 ,1 ,18 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,0 
1 ,1 ,3 ,6 ,1 ,1 ,1 ,1 ,3 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,4 ,15 ,1 ,1 ,1 ,1 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,12 ,1 ,6 ,1 ,12 ,1 ,13 ,14 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,24 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,0 ,0 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,3 ,12 ,1 ,1 ,1 ,13 ,14 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,2 ,5 ,1 ,1 ,1 ,1 ,14 ,5 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,1 
1 ,8 ,2 ,16 ,1 ,1 ,1 ,23 ,14 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,12 ,1 ,15 ,1 ,1 ,1 ,19 ,27 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,26 ,4 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,12 ,1 ,11 ,1 ,12 ,1 ,13 ,1 ,10 ,6 ,0 ,0 ,1 ,0 ,1 ,0 ,36 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,8 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,5 ,11 ,0 ,0 ,0 ,0 ,1 ,0 ,19 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,13 ,1 ,7 ,1 ,1 ,1 ,13 ,27 ,10 ,10 ,0 ,0 ,0 ,0 ,1 ,0 ,27 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,4 ,7 ,1 ,1 ,1 ,3 ,1 ,15 ,31 ,0 ,0 ,0 ,1 ,1 ,0 ,18 ,1 ,0 ,8.9 ,1.4 ,3.51 ,0 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,22 ,28 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,1 ,18 ,7 ,7 ,10.8 ,1.4 ,1.74 ,1 
1 ,12 ,1 ,5 ,1 ,1 ,1 ,23 ,28 ,6 ,6 ,0 ,0 ,0 ,1 ,1 ,0 ,28 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,15 ,1 ,2 ,1 ,14 ,1 ,13 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,0 ,0 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,13 ,27 ,5 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,12 ,1 ,14 ,1 ,7 ,1 ,6 ,16 ,4 ,4 ,0 ,0 ,1 ,0 ,1 ,0 ,26 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,16 ,1 ,7 ,1 ,1 ,1 ,1 ,14 ,4 ,6 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,9 ,6 ,11.1 ,0.6 ,2.02 ,0 
1 ,1 ,6 ,12 ,1 ,1 ,1 ,23 ,28 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,1 ,9 ,1 ,1 ,1 ,13 ,14 ,8 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,3 ,4 ,12.7 ,3.7 ,-1.70 ,0 
1 ,17 ,1 ,14 ,1 ,16 ,1 ,1 ,14 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,1 ,23 ,5 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,12 ,1 ,3 ,0 ,13 ,1 ,23 ,27 ,5 ,9 ,0 ,0 ,0 ,1 ,1 ,0 ,29 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,20 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,1 ,14 ,6 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,28 ,4 ,6 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,5 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,4 ,1 ,13 ,1 ,3 ,1 ,1 ,27 ,5 ,9 ,0 ,0 ,0 ,0 ,1 ,0 ,23 ,3 ,3 ,10.8 ,1.4 ,1.74 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,23 ,1 ,6 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,21 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,22 ,14 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,1 ,18 ,0 ,0 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,5 ,5 ,1 ,1 ,1 ,13 ,27 ,6 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,21 ,1 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,16 ,1 ,10 ,1 ,1 ,1 ,1 ,1 ,6 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,22 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,9 ,1 ,13 ,1 ,1 ,1 ,3 ,14 ,3 ,9 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,7 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,12 ,1 ,12 ,1 ,1 ,1 ,23 ,14 ,10 ,10 ,1 ,0 ,0 ,0 ,1 ,0 ,32 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,4 ,1 ,4 ,1 ,3 ,1 ,1 ,14 ,5 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,27 ,18 ,13 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,13 ,28 ,10 ,9 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,12 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,6 ,4 ,1 ,0 ,0 ,1 ,1 ,1 ,24 ,6 ,2 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,8 ,1 ,1 ,1 ,13 ,27 ,2 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,22 ,2 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,14 ,1 ,8 ,1 ,1 ,1 ,2 ,3 ,4 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,22 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,1 ,3 ,9 ,1 ,1 ,1 ,22 ,27 ,10 ,6 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,5 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,6 ,7 ,1 ,1 ,1 ,22 ,11 ,5 ,12 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,2 ,12 ,1 ,1 ,1 ,1 ,1 ,3 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,2 ,11 ,1 ,1 ,1 ,3 ,14 ,4 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,13 ,14 ,10 ,10 ,1 ,0 ,1 ,1 ,0 ,0 ,20 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,8 ,1 ,10 ,1 ,1 ,1 ,1 ,14 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,5 ,15 ,1 ,1 ,1 ,23 ,28 ,29 ,39 ,1 ,0 ,1 ,1 ,0 ,0 ,19 ,5 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,1 ,11 ,1 ,1 ,1 ,10 ,1 ,10 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,5 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,15 ,1 ,5 ,1 ,14 ,1 ,10 ,27 ,4 ,10 ,0 ,0 ,1 ,1 ,0 ,1 ,22 ,7 ,9 ,12.4 ,0.5 ,1.79 ,1 
2 ,12 ,1 ,13 ,1 ,12 ,1 ,22 ,28 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,31 ,6 ,7 ,12.4 ,0.5 ,1.79 ,1 
1 ,8 ,1 ,16 ,1 ,1 ,1 ,13 ,14 ,10 ,9 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,7 ,7 ,16.2 ,0.3 ,-0.92 ,1 
1 ,1 ,2 ,11 ,1 ,1 ,1 ,23 ,28 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,1 ,6 ,1 ,1 ,1 ,10 ,1 ,2 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,5 ,5 ,7.6 ,2.6 ,0.32 ,1 
1 ,8 ,5 ,12 ,1 ,1 ,1 ,23 ,1 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,7 ,8 ,13.9 ,-0.3 ,0.79 ,1 
1 ,9 ,2 ,12 ,1 ,1 ,1 ,23 ,27 ,6 ,6 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,7 ,7 ,10.8 ,1.4 ,1.74 ,1 
1 ,8 ,1 ,11 ,1 ,1 ,1 ,9 ,24 ,6 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,22 ,4 ,1 ,7.6 ,2.6 ,0.32 ,0 
1 ,6 ,1 ,9 ,1 ,1 ,1 ,23 ,1 ,10 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,5 ,5 ,12.4 ,0.5 ,1.79 ,1 
1 ,12 ,1 ,3 ,0 ,12 ,1 ,22 ,27 ,10 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,58 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,7 ,2 ,10 ,1 ,1 ,1 ,13 ,27 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,4 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,9 ,3 ,12 ,1 ,1 ,1 ,13 ,1 ,5 ,8 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,8 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,2 ,6 ,1 ,1 ,1 ,13 ,14 ,12 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,20 ,5 ,4 ,7.6 ,2.6 ,0.32 ,1 
1 ,8 ,5 ,6 ,1 ,1 ,1 ,13 ,14 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,8 ,1 ,14 ,1 ,1 ,1 ,3 ,14 ,6 ,6 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,4 ,9 ,1 ,1 ,1 ,13 ,14 ,6 ,8 ,1 ,0 ,1 ,1 ,0 ,1 ,18 ,5 ,5 ,11.1 ,0.6 ,2.02 ,1 
1 ,12 ,1 ,8 ,1 ,1 ,1 ,23 ,28 ,10 ,11 ,0 ,0 ,0 ,1 ,0 ,0 ,24 ,6 ,5 ,11.1 ,0.6 ,2.02 ,0 
1 ,8 ,4 ,16 ,1 ,1 ,1 ,22 ,27 ,10 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,5 ,5 ,10.8 ,1.4 ,1.74 ,0 
1 ,8 ,3 ,10 ,1 ,1 ,1 ,13 ,28 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,1 ,11 ,1 ,1 ,1 ,23 ,28 ,7 ,7 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,13 ,14 ,6 ,6 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,0 ,0 ,10.8 ,1.4 ,1.74 ,1 
1 ,15 ,1 ,6 ,1 ,1 ,1 ,4 ,4 ,3 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,22 ,6 ,4 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,1 ,15 ,1 ,1 ,1 ,13 ,28 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,21 ,5 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,3 ,12 ,1 ,1 ,1 ,23 ,28 ,6 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,7 ,7 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,5 ,16 ,1 ,1 ,1 ,1 ,10 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,4 ,1 ,10.8 ,1.4 ,1.74 ,0 
1 ,7 ,3 ,5 ,1 ,1 ,1 ,1 ,28 ,5 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,1 
2 ,12 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,35 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,9 ,1 ,14 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,1 ,6 ,1 ,1 ,1 ,23 ,27 ,10 ,7 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,4 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,5 ,14 ,1 ,1 ,1 ,13 ,14 ,8 ,4 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,4 ,4 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,25 ,17 ,17 ,12.4 ,0.5 ,1.79 ,1 
1 ,8 ,6 ,11 ,1 ,1 ,1 ,1 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,8 ,1 ,4 ,1 ,1 ,1 ,1 ,4 ,10 ,6 ,1 ,0 ,1 ,0 ,1 ,0 ,26 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,14 ,1 ,17 ,0 ,1 ,1 ,1 ,1 ,7 ,7 ,0 ,0 ,0 ,1 ,1 ,0 ,34 ,5 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,2 ,11 ,1 ,1 ,1 ,4 ,14 ,5 ,4 ,1 ,0 ,0 ,0 ,1 ,0 ,18 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,3 ,20 ,4 ,6 ,0 ,0 ,0 ,0 ,1 ,0 ,18 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,8 ,3 ,7 ,1 ,1 ,1 ,1 ,14 ,5 ,4 ,1 ,0 ,0 ,1 ,1 ,1 ,18 ,4 ,3 ,8.9 ,1.4 ,3.51 ,0 
1 ,15 ,1 ,4 ,1 ,14 ,1 ,22 ,27 ,10 ,5 ,0 ,0 ,0 ,1 ,1 ,0 ,20 ,3 ,3 ,12.4 ,0.5 ,1.79 ,0 
1 ,15 ,1 ,5 ,1 ,14 ,1 ,1 ,14 ,5 ,5 ,0 ,0 ,0 ,1 ,1 ,0 ,25 ,6 ,9 ,16.2 ,0.3 ,-0.92 ,1 
1 ,8 ,1 ,8 ,1 ,1 ,1 ,2 ,1 ,5 ,2 ,0 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,5 ,11.1 ,0.6 ,2.02 ,0 
1 ,1 ,1 ,4 ,1 ,1 ,1 ,13 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,11 ,12 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,5 ,2 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,9 ,2 ,10 ,1 ,1 ,1 ,13 ,27 ,6 ,8 ,1 ,0 ,0 ,1 ,1 ,1 ,20 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,2 ,9 ,1 ,1 ,1 ,1 ,27 ,5 ,10 ,1 ,0 ,0 ,1 ,1 ,1 ,19 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,9 ,1 ,9 ,1 ,1 ,1 ,22 ,27 ,8 ,8 ,1 ,0 ,0 ,0 ,1 ,0 ,20 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,12 ,1 ,14 ,1 ,1 ,1 ,23 ,27 ,8 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,24 ,4 ,4 ,15.5 ,2.8 ,-4.06 ,0 
1 ,15 ,1 ,4 ,1 ,14 ,1 ,23 ,28 ,10 ,9 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,5 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,16 ,1 ,7 ,1 ,1 ,1 ,1 ,14 ,5 ,5 ,0 ,0 ,0 ,1 ,1 ,0 ,23 ,2 ,1 ,8.9 ,1.4 ,3.51 ,0 
1 ,14 ,4 ,3 ,0 ,1 ,1 ,19 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,21 ,11 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,8 ,2 ,7 ,1 ,1 ,1 ,8 ,10 ,10 ,10 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,3 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,14 ,10 ,8 ,0 ,0 ,0 ,1 ,1 ,1 ,18 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,3 ,11 ,1 ,1 ,1 ,1 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,8 ,1 ,15 ,1 ,1 ,1 ,13 ,28 ,5 ,10 ,0 ,0 ,0 ,1 ,1 ,1 ,18 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,8 ,1 ,15 ,1 ,1 ,1 ,22 ,27 ,1 ,5 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,8 ,1 ,8 ,1 ,1 ,1 ,13 ,28 ,5 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,4 ,5 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,6 ,1 ,0 ,1 ,1 ,1 ,0 ,33 ,2 ,2 ,12.7 ,3.7 ,-1.70 ,0 
1 ,16 ,1 ,2 ,1 ,1 ,1 ,2 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,21 ,12 ,11 ,8.9 ,1.4 ,3.51 ,1 
2 ,12 ,1 ,4 ,1 ,1 ,1 ,1 ,14 ,5 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,25 ,2 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,1 ,6 ,1 ,1 ,1 ,1 ,1 ,5 ,10 ,1 ,0 ,0 ,1 ,1 ,1 ,20 ,4 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,17 ,1 ,6 ,1 ,16 ,1 ,1 ,1 ,10 ,5 ,1 ,0 ,0 ,1 ,1 ,1 ,22 ,5 ,5 ,8.9 ,1.4 ,3.51 ,0 
4 ,12 ,1 ,15 ,1 ,12 ,1 ,22 ,27 ,10 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,39 ,4 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,2 ,14 ,1 ,1 ,1 ,3 ,1 ,3 ,7 ,1 ,0 ,0 ,1 ,1 ,1 ,21 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,8 ,1 ,11 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,4 ,16.2 ,0.3 ,-0.92 ,1 
1 ,12 ,1 ,12 ,1 ,12 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,26 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,9 ,2 ,10 ,1 ,1 ,1 ,13 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,4 ,5 ,15.5 ,2.8 ,-4.06 ,1 
1 ,17 ,1 ,6 ,1 ,16 ,1 ,1 ,3 ,5 ,3 ,1 ,0 ,0 ,0 ,0 ,1 ,20 ,11 ,7 ,8.9 ,1.4 ,3.51 ,1 
1 ,14 ,1 ,3 ,0 ,1 ,1 ,13 ,27 ,9 ,6 ,0 ,0 ,0 ,1 ,1 ,0 ,24 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,8 ,6 ,7 ,1 ,1 ,1 ,13 ,14 ,5 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,4 ,5 ,7.6 ,2.6 ,0.32 ,1 
2 ,12 ,1 ,4 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,29 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,3 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,20 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,15 ,1 ,8 ,1 ,14 ,1 ,3 ,4 ,3 ,3 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,4 ,2 ,13.9 ,-0.3 ,0.79 ,0 
1 ,12 ,1 ,14 ,1 ,12 ,1 ,13 ,1 ,6 ,9 ,1 ,0 ,0 ,1 ,1 ,1 ,24 ,4 ,5 ,11.1 ,0.6 ,2.02 ,1 
1 ,12 ,1 ,12 ,1 ,12 ,1 ,1 ,3 ,3 ,3 ,0 ,0 ,1 ,1 ,1 ,0 ,24 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
1 ,4 ,1 ,7 ,1 ,15 ,1 ,3 ,1 ,3 ,6 ,0 ,0 ,0 ,1 ,1 ,0 ,23 ,5 ,5 ,11.1 ,0.6 ,2.02 ,1 
1 ,14 ,1 ,13 ,1 ,1 ,1 ,1 ,27 ,6 ,6 ,1 ,0 ,0 ,1 ,1 ,0 ,20 ,7 ,8 ,15.5 ,2.8 ,-4.06 ,1 
1 ,8 ,2 ,14 ,1 ,1 ,1 ,1 ,1 ,5 ,11 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,6 ,5 ,15.5 ,2.8 ,-4.06 ,1 
1 ,15 ,1 ,4 ,1 ,14 ,1 ,1 ,28 ,5 ,5 ,1 ,0 ,0 ,1 ,1 ,1 ,20 ,6 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,5 ,1 ,1 ,1 ,23 ,27 ,4 ,4 ,0 ,0 ,0 ,1 ,1 ,0 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,1 ,1 ,14 ,1 ,1 ,1 ,1 ,1 ,12 ,12 ,1 ,0 ,1 ,1 ,1 ,0 ,20 ,1 ,0 ,10.8 ,1.4 ,1.74 ,0 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,14 ,6 ,4 ,1 ,0 ,0 ,1 ,1 ,0 ,33 ,5 ,5 ,10.8 ,1.4 ,1.74 ,1 
1 ,8 ,5 ,15 ,1 ,1 ,1 ,23 ,28 ,8 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,19 ,3 ,3 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,13 ,27 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,14 ,1 ,5 ,1 ,1 ,1 ,13 ,27 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,0 ,22 ,13 ,12 ,15.5 ,2.8 ,-4.06 ,1 
1 ,8 ,1 ,11 ,1 ,1 ,1 ,1 ,1 ,5 ,9 ,1 ,0 ,0 ,0 ,1 ,0 ,22 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,8 ,1 ,2 ,1 ,1 ,1 ,13 ,27 ,6 ,10 ,1 ,0 ,0 ,1 ,1 ,1 ,19 ,0 ,0 ,11.1 ,0.6 ,2.02 ,1 
1 ,8 ,1 ,12 ,1 ,1 ,1 ,13 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,13 ,27 ,10 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,21 ,17 ,17 ,11.1 ,0.6 ,2.02 ,1 
